Config,Config_Name,Poly_Modulus_Degree,Coeff_Mod_Bit_Sizes,Model,Plain_Accuracy,Plain_Latency_sec,Plain_Memory_MB,HE_Accuracy,HE_Avg_Latency_sec,HE_Avg_Memory_MB,HE_Avg_Ciphertext_Size_Bytes,HE_Total_Latency_sec
1,Config 1 (N=4096),4096,"[40, 20, 40]",Logistic Regression,0.85,0.0008748340187594295,1.212982177734375,0.85,0.07971355435438454,0.0627476692199707,80914.55,1.5942710870876908
1,Config 1 (N=4096),4096,"[40, 20, 40]",Decision Tree,0.705,0.00037366600008681417,0.03285503387451172,0.65,0.00339754149899818,0.05807838439941406,80933.15,0.0679508299799636
1,Config 1 (N=4096),4096,"[40, 20, 40]",Shallow Neural Network,0.88,0.0011345419916324317,0.08167266845703125,0.6,0.504725377151044,0.06409735679626465,80900.15,10.094507543020882
2,Config 2 (N=8192),8192,"[60, 40, 40, 60]",Logistic Regression,0.85,0.0008748340187594295,1.212982177734375,0.85,0.28022643345175313,0.06206951141357422,334280.35,5.604528669035062
2,Config 2 (N=8192),8192,"[60, 40, 40, 60]",Decision Tree,0.705,0.00037366600008681417,0.03285503387451172,0.65,0.0061241334507940335,0.058074951171875,334262.05,0.12248266901588067
2,Config 2 (N=8192),8192,"[60, 40, 40, 60]",Shallow Neural Network,0.88,0.0011345419916324317,0.08167266845703125,0.85,1.8817295125016245,0.06325278282165528,334214.45,37.63459025003249
3,Config 3 (N=16384),16384,"[60, 40, 40, 40, 60]",Logistic Regression,0.85,0.0008748340187594295,1.212982177734375,0.85,0.9723219521460124,0.06192779541015625,855777.45,19.446439042920247
3,Config 3 (N=16384),16384,"[60, 40, 40, 40, 60]",Decision Tree,0.705,0.00037366600008681417,0.03285503387451172,0.65,0.012994512444129214,0.058074951171875,855551.9,0.2598902488825843
3,Config 3 (N=16384),16384,"[60, 40, 40, 40, 60]",Shallow Neural Network,0.88,0.0011345419916324317,0.08167266845703125,0.85,6.350610535542364,0.06357398033142089,855601.1,127.01221071084728
